Unnamed: 0,taxon,Kingdom,Phylum,Class,Order,Family,Genus,accession
5269,Streptomyces sp. NRRL S-646,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5270,Streptomyces sp. NRRL S-646,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5271,Frondihabitans australicus,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frondihabitans,
5272,Rhizobium leguminosarum,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,
5273,Clostridiales bacterium,Bacteria,Bacillota,Clostridia,Eubacteriales,,,
5274,Amorphotheca resinae,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,Amorphotheca,
5275,Mesocricetibacter intestinalis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mesocricetibacter,
5276,Sphingobacteriia bacterium 24-36-13,Bacteria,Bacteroidota,Sphingobacteriia,,,,
5277,Cognatishimia sp.,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatishimia,
5278,Microlunatus sp. Gsoil 973,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,
5279,Lysobacter tolerans,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
5280,Caulobacter sp. S6,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
5281,Pseudomonas sp. GXM4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5282,Pseudomonas sp. GXM4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5283,Pseudomonas sp. GXM4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5284,Pseudomonas sp. GXM4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5285,Pseudomonas sp. GXM4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5286,Pseudomonas sp. GXM4,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5287,Qingrenia yutianensis,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Qingrenia,
5288,Leptospira sanjuanensis,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,
5289,Verticiella sediminum,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella,
5290,Caulifigura coniformis,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Caulifigura,
5291,Thioclava marina,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Thioclava,
5292,Streptomyces swartbergensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5293,Streptomyces swartbergensis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5294,Enterobacteriaceae bacterium Larv1_ips,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
5295,Kordiimonadaceae bacterium,Bacteria,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,,
5296,Bacteroidetes bacterium HLUCCA01,Bacteria,Bacteroidota,,,,,
5297,Pseudomonas japonica,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5298,Pseudomonas japonica,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5299,Pseudomonas japonica,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5300,Pseudomonas japonica,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5301,Pseudomonas japonica,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5302,Pseudomonas japonica,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5303,Sphingomonas sp. TDK1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
5304,Bartonella sp. HY038,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,
5305,Intestinirhabdus alba,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Intestinirhabdus,
5306,Roseovarius confluentis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,
5307,Flavobacterium hydrocarbonoxydans,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
5308,Arthrobacter crystallopoietes,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
5309,Pedobacter fastidiosus,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,
5310,Corynebacterium pollutisoli,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
5311,Streptomyces flavochromogenes,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5312,Streptomyces flavochromogenes,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5313,Salinibacterium amurskyense,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,
5314,Fibrobacter intestinalis,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
5315,Plantibacter flavus,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Plantibacter,
5316,Rhodoglobus vestalii,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoglobus,
5317,uncultured Mycobacteriaceae bacterium,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,,
5318,Chthonomonas sp. UBA2017,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
5319,Pseudoxanthomonas koreensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,
5320,Pseudomonas sp. LBUM920,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5321,Pseudomonas sp. LBUM920,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5322,Pseudomonas sp. LBUM920,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5323,Pseudomonas sp. LBUM920,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5324,Pseudomonas sp. LBUM920,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5325,Pseudomonas sp. LBUM920,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5326,Microbacterium aoyamense,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
5327,Noviherbaspirillum sp. Root189,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,
5328,Clostridium sp. D53t1_180928_C8,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,
5329,Zoogloea sp. 1C4,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Zoogloea,
5330,Sphingobium estronivorans,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
5331,Denitratisoma sp. DHT3,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,
5332,Streptomyces alfalfae,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5333,Streptomyces alfalfae,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5334,Mycobacterium sp. URHD0025,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
5335,Reichenbachiella sp. 5M10,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Reichenbachiellaceae,Reichenbachiella,
5336,Chlamydiales bacterium,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,,,
5337,Bacillus sp. FJAT-22090,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
5338,Albidovulum inexpectatum,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Albidovulum,
5339,Deinococcus sp. NW-56,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,
5340,Mycobacterium sp. 1245111.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
5341,Actinoplanes lutulentus,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,
5342,Achromobacter pestifer,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
5343,Jiella pacifica,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Jiella,
5344,Nostoc sp. HK-01,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,
5345,Spirosoma rhododendri,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,
5346,Telmatospirillum siberiense,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,
5347,Acidipropionibacterium acidipropionici,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,
5348,Frigidibacter mobilis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Frigidibacter,
5349,Azospirillum doebereinerae,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,
5350,Streptomyces regalis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5351,Streptomyces regalis,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5352,Peptoniphilus urinae,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,
5353,Streptomyces sp. Z26,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5354,Streptomyces sp. Z26,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5355,Mucilaginibacter psychrotolerans,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
5356,Paenibacillus sp. 1001270B_150601_E10,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
5357,Pseudorhodobacter sp. E13,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudorhodobacter,
5358,Methylobacterium sp. DM1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,
5359,Bacillus canaveralius,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
5360,Leptolyngbya sp. FACHB-321,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,
5361,Acetobacter thailandicus,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,
5362,Rhodobacter maris,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,
5363,Oceanihabitans sp. IOP_32,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Oceanihabitans,
5364,Mucilaginibacter galii,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
5365,Leptolyngbyaceae cyanobacterium RM1_1_2,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,,
5366,Cryobacterium flavum,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cryobacterium,
5367,Amphritea atlantica,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,
5368,Egibacter sp.,Bacteria,Actinomycetota,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter,
5369,Agreia sp. VKM Ac-1783,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agreia,
5370,Streptomyces sp. B3I8,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5371,Streptomyces sp. B3I8,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5372,Streptomyces sp. NBC_00162,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5373,Streptomyces sp. NBC_00162,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5374,Muriicola soli,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muriicola,
5375,Tropicimonas sp. IMCC34043,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tropicimonas,
5376,Tabrizicola oligotrophica,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tabrizicola,
5377,Camelimonas lactis,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Camelimonas,
5378,Mobilibacterium timonense,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,Mobilibacterium,
5379,Hyphomonas sp. CY54-11-8,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,
5380,[Enterobacter] lignolyticus,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,
5381,Sulfitobacter noctilucicola,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,
5382,Streptomyces sp. AC558_RSS880,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5383,Streptomyces sp. AC558_RSS880,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5384,Austwickia sp.,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Austwickia,
5385,bacterium UBP2_UBA5202,Bacteria,,,,,,
5386,Actinomyces oris,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,
5387,Candidatus Brocadia sp.,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Brocadia,
5388,Caulobacter sp. CCH9-E1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,
5389,Jannaschia seohaensis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,
5390,Pyrodictium occultum,Archaea,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,
5391,bacterium 1XD42-54,Bacteria,,,,,,
5392,Sphingomonas carotinifaciens,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
5393,Streptomyces sp. t99,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5394,Streptomyces sp. t99,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5395,Bacteroides pyogenes,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
5396,Bacillus marinisedimentorum,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
5397,Tothia fuscella,Eukaryota,Ascomycota,Dothideomycetes,Venturiales,Cylindrosympodiaceae,Tothia,
5398,Streptomyces virginiae,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5399,Streptomyces virginiae,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5400,Flammeovirgaceae bacterium UBA2366,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,,
5401,Pseudomonas punonensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5402,Pseudomonas punonensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5403,Pseudomonas punonensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5404,Pseudomonas punonensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5405,Pseudomonas punonensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5406,Pseudomonas punonensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5407,Lachnoclostridium sp. UBA1175,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,
5408,Coccidioides posadasii,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Coccidioides,
5409,Candidatus Marinimicrobia bacterium UBA2242,Bacteria,Candidatus Marinimicrobia,,,,,
5410,Erwinia oleae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,
5411,Noviherbaspirillum galbum,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,
5412,Williamsia sp. 1138,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Williamsia,
5413,Janthinobacterium sp. 61,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
5414,Fervidicola ferrireducens,Bacteria,Bacillota,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Fervidicola,
5415,Methylorubrum zatmanii,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,
5416,Niastella koreensis,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,
5417,Russula brevipes,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,
5418,Flavobacteriaceae bacterium UBA4166,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
5419,Mesorhizobium amorphae,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
5420,Paenibacillus aceris,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
5421,Mycobacterium gallinarum,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
5422,Paenibacillus sp. IHBB 10380,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
5423,Lachnospiraceae bacterium AM48-27BH,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,,
5424,uncultured Rhodospirillales bacterium,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,,,
5425,Chitinophaga polysaccharea,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,
5426,Streptomyces sp. NRRL F-525,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5427,Streptomyces sp. NRRL F-525,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
5428,Mucilaginibacter sp. UBA4119,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
5429,Massilia sp. 9I,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,
5430,Marinobacter shengliensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,
5431,Luteibacter sp. SG786,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,
5432,Paracoccus sp. R12_2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,
5433,Pseudomonas dryadis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5434,Pseudomonas dryadis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5435,Pseudomonas dryadis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5436,Pseudomonas dryadis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5437,Pseudomonas dryadis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5438,Pseudomonas dryadis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
5439,Slackia sp. ZJ119,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,
5440,Paraburkholderia sp. SOS3,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
5441,Methanofollis tationis,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,
5442,Rhodopirellula sp. SM50,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,
5443,Leucobacter chromiisoli,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter,
5444,Aminivibrio sp.,Bacteria,Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Aminivibrio,
5445,uncultured Victivallales bacterium,Bacteria,Lentisphaerota,Lentisphaeria,Victivallales,,,
5446,Herbaspirillum rhizosphaerae,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,
5447,Microbispora bryophytorum,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Microbispora,
5448,Massilia sp. 9096,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,
5449,Azospira oryzae,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,
5450,Tenggerimyces flavus,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Tenggerimyces,
5451,Deefgea piscis,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Deefgea,
5452,Halogeometricum rufum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halogeometricum,
5453,Microbulbifer sp. HZ11,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,
5454,Sphingopyxis sp. PAMC25046,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,
5455,Paenibacillus sp. VTT E-133291,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
5456,Dietzia sp. SLG510A3-3B2-2,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,
5457,Variovorax guangxiensis,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,
