Row,Speciesofinterest,match_by,GEM_ID,Genomesource,Functional in COMETS
5205,Novosphingobium endophyticum,No curated GEM at species or genus level,NA,GTDB,No
5206,Streptomyces huasconensis,Genus,salb,GTDB,No
5207,Streptomyces huasconensis,Genus,sco,GTDB,No
5208,Paraliomyxa miuraensis,No curated GEM at species or genus level,NA,JGI GOLD,No
5209,Litchfieldia alkalitelluris,No curated GEM at species or genus level,NA,JGI GOLD,No
5210,Actinoplanes siamensis,No curated GEM at species or genus level,NA,GTDB,No
5211,Candidatus Cloacimonetes bacterium HGW-Cloacimonetes-2,No curated GEM at species or genus level,NA,GTDB,No
5212,Micrococcaceae bacterium UBA5788,No curated GEM at species or genus level,NA,GTDB,No
5213,Thioalkalivibrio halophilus,No curated GEM at species or genus level,NA,GTDB,No
5214,Streptomyces sp. XY533,Genus,salb,JGI GOLD,No
5215,Streptomyces sp. XY533,Genus,sco,JGI GOLD,No
5216,Streptomyces katrae,Genus,salb,GTDB,No
5217,Streptomyces katrae,Genus,sco,GTDB,No
5218,Actinomadura barringtoniae,No curated GEM at species or genus level,NA,GTDB,No
5219,uncultured Prevotellaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
5220,Alkalicoccobacillus porphyridii,No curated GEM at species or genus level,NA,GTDB,No
5221,Pyxidicoccus xibeiensis,No curated GEM at species or genus level,NA,JGI GOLD,No
5222,Lysinibacillus telephonicus,No curated GEM at species or genus level,NA,GTDB,No
5223,Microbacterium saperdae,No curated GEM at species or genus level,NA,GTDB,No
5224,Ensifer oleiphilus,No curated GEM at species or genus level,NA,GTDB,No
5225,Pseudogracilibacillus auburnensis,No curated GEM at species or genus level,NA,GTDB,No
5226,Xylella fastidiosa,No curated GEM at species or genus level,NA,GTDB,No
5227,Aspergillus welwitschiae,Genus,iJL1454,Mycocosm,No
5228,Sulfitobacter noctilucae,No curated GEM at species or genus level,NA,GTDB,No
5229,Rossellomorea vietnamensis,No curated GEM at species or genus level,NA,GTDB,No
5230,Arthrobacter koreensis,Genus,NA,GTDB,No
5231,Desulfovibrio sp. JC010,No curated GEM at species or genus level,NA,GTDB,No
5232,Chitinophagaceae bacterium IBVUCB1,No curated GEM at species or genus level,NA,GTDB,No
5233,Oligoflexia bacterium,No curated GEM at species or genus level,NA,GTDB,No
5234,Rubneribacter badeniensis,No curated GEM at species or genus level,NA,GTDB,No
5235,Graphis scripta,No curated GEM at species or genus level,NA,Mycocosm,No
5236,Boudabousia marimammalium,No curated GEM at species or genus level,NA,GTDB,No
5237,Thermopolyspora flexuosa,No curated GEM at species or genus level,NA,GTDB,No
5238,Hymenobacter telluris,No curated GEM at species or genus level,NA,GTDB,No
5239,Pseudogymnoascus sp. VKM F-4246,No curated GEM at species or genus level,NA,Mycocosm,No
5240,Halomicroarcula rubra,No curated GEM at species or genus level,NA,JGI GOLD,No
5241,Holophagales bacterium,No curated GEM at species or genus level,NA,GTDB,No
5242,Pseudomonas citri,Genus,iJN746,JGI GOLD,No
5243,Pseudomonas citri,Genus,riPB890,JGI GOLD,No
5244,Pseudomonas citri,Genus,riJN746,JGI GOLD,No
5245,Pseudomonas citri,Genus,1YdBTEX2,JGI GOLD,No
5246,Pseudomonas citri,Genus,ec_iJN1463,JGI GOLD,No
5247,Pseudomonas citri,Genus,iJN1462,JGI GOLD,No
5248,Mesorhizobium atlanticum,No curated GEM at species or genus level,NA,GTDB,No
5249,Aquirufa nivalisilvae,No curated GEM at species or genus level,NA,GTDB,No
5250,Trinickia mobilis,No curated GEM at species or genus level,NA,GTDB,No
5251,Pelagibacterium montanilacus,No curated GEM at species or genus level,NA,GTDB,No
5252,Brevibacterium ihuae,No curated GEM at species or genus level,NA,GTDB,No
5253,Paracoccus lichenicola,No curated GEM at species or genus level,NA,GTDB,No
5254,Flavobacteria bacterium RIFCSPLOWO2_12_FULL_35_11,No curated GEM at species or genus level,NA,SMAG,No
5255,Mesorhizobium sp. B2-6-2,No curated GEM at species or genus level,NA,JGI GOLD,No
5256,Halomonas icarae,Genus,NA,GTDB,No
5257,Myxococcus sp. CA056,No curated GEM at species or genus level,NA,JGI GOLD,No
5258,Brevibacillus sp. WF146,No curated GEM at species or genus level,NA,JGI GOLD,No
5259,Undibacterium aquatile,No curated GEM at species or genus level,NA,GTDB,No
5260,Pseudomassariella vexata,No curated GEM at species or genus level,NA,Mycocosm,No
5261,Bifidobacterium callimiconis,No curated GEM at species or genus level,NA,GTDB,No
5262,Nitrospirae bacterium MYbin3,No curated GEM at species or genus level,NA,GTDB,No
5263,Parabacteroides sp. ZJ-118,No curated GEM at species or genus level,NA,GTDB,No
5264,Bacteroidetes bacterium GWF2_40_14,No curated GEM at species or genus level,NA,GTDB,No
5265,Galactobacter caseinivorans,No curated GEM at species or genus level,NA,GTDB,No
5266,Gloeocapsa sp. PCC 73106,No curated GEM at species or genus level,NA,GTDB,No
5267,Streptococcus thermophilus,No curated GEM at species or genus level,NA,GTDB,No
5268,Rhodococcus sp. X156,Genus,iMT1174,GTDB,No
5269,Streptomyces sp. NRRL S-646,Genus,salb,GTDB,No
5270,Streptomyces sp. NRRL S-646,Genus,sco,GTDB,No
5271,Frondihabitans australicus,No curated GEM at species or genus level,NA,GTDB,No
5272,Rhizobium leguminosarum,Genus,iOR450,GTDB,No
5273,Clostridiales bacterium,No curated GEM at species or genus level,NA,SMAG,No
5274,Amorphotheca resinae,No curated GEM at species or genus level,NA,Mycocosm,No
5275,Mesocricetibacter intestinalis,No curated GEM at species or genus level,NA,GTDB,No
5276,Sphingobacteriia bacterium 24-36-13,No curated GEM at species or genus level,NA,GTDB,No
5277,Cognatishimia sp.,No curated GEM at species or genus level,NA,GTDB,No
5278,Microlunatus sp. Gsoil 973,No curated GEM at species or genus level,NA,GTDB,No
5279,Lysobacter tolerans,No curated GEM at species or genus level,NA,GTDB,No
5280,Caulobacter sp. S6,No curated GEM at species or genus level,NA,GTDB,No
5281,Pseudomonas sp. GXM4,Genus,iJN746,JGI GOLD,No
5282,Pseudomonas sp. GXM4,Genus,riPB890,JGI GOLD,No
5283,Pseudomonas sp. GXM4,Genus,riJN746,JGI GOLD,No
5284,Pseudomonas sp. GXM4,Genus,1YdBTEX2,JGI GOLD,No
5285,Pseudomonas sp. GXM4,Genus,ec_iJN1463,JGI GOLD,No
5286,Pseudomonas sp. GXM4,Genus,iJN1462,JGI GOLD,No
5287,Qingrenia yutianensis,No curated GEM at species or genus level,NA,GTDB,No
5288,Leptospira sanjuanensis,No curated GEM at species or genus level,NA,JGI GOLD,No
5289,Verticiella sediminum,No curated GEM at species or genus level,NA,GTDB,No
5290,Caulifigura coniformis,No curated GEM at species or genus level,NA,GTDB,No
5291,Thioclava marina,No curated GEM at species or genus level,NA,GTDB,No
5292,Streptomyces swartbergensis,Genus,salb,GTDB,No
5293,Streptomyces swartbergensis,Genus,sco,GTDB,No
5294,Enterobacteriaceae bacterium Larv1_ips,No curated GEM at species or genus level,NA,SMAG,No
5295,Kordiimonadaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
5296,Bacteroidetes bacterium HLUCCA01,No curated GEM at species or genus level,NA,GTDB,No
5297,Pseudomonas japonica,Genus,iJN746,GTDB,No
5298,Pseudomonas japonica,Genus,riPB890,GTDB,No
5299,Pseudomonas japonica,Genus,riJN746,GTDB,No
5300,Pseudomonas japonica,Genus,1YdBTEX2,GTDB,No
5301,Pseudomonas japonica,Genus,ec_iJN1463,GTDB,No
5302,Pseudomonas japonica,Genus,iJN1462,GTDB,No
5303,Sphingomonas sp. TDK1,No curated GEM at species or genus level,NA,GTDB,No
5304,Bartonella sp. HY038,No curated GEM at species or genus level,NA,GTDB,No
5305,Intestinirhabdus alba,No curated GEM at species or genus level,NA,GTDB,No
5306,Roseovarius confluentis,No curated GEM at species or genus level,NA,GTDB,No
5307,Flavobacterium hydrocarbonoxydans,No curated GEM at species or genus level,NA,GTDB,No
5308,Arthrobacter crystallopoietes,Genus,NA,GTDB,No
5309,Pedobacter fastidiosus,No curated GEM at species or genus level,NA,GTDB,No
5310,Corynebacterium pollutisoli,Genus,iCW773,GTDB,No
5311,Streptomyces flavochromogenes,Genus,salb,GTDB,No
5312,Streptomyces flavochromogenes,Genus,sco,GTDB,No
5313,Salinibacterium amurskyense,No curated GEM at species or genus level,NA,GTDB,No
5314,Fibrobacter intestinalis,No curated GEM at species or genus level,NA,GTDB,No
5315,Plantibacter flavus,No curated GEM at species or genus level,NA,GTDB,No
5316,Rhodoglobus vestalii,No curated GEM at species or genus level,NA,GTDB,No
5317,uncultured Mycobacteriaceae bacterium,No curated GEM at species or genus level,NA,GTDB,No
5318,Chthonomonas sp. UBA2017,No curated GEM at species or genus level,NA,GTDB,No
5319,Pseudoxanthomonas koreensis,No curated GEM at species or genus level,NA,GTDB,No
5320,Pseudomonas sp. LBUM920,Genus,iJN746,GTDB,No
5321,Pseudomonas sp. LBUM920,Genus,riPB890,GTDB,No
5322,Pseudomonas sp. LBUM920,Genus,riJN746,GTDB,No
5323,Pseudomonas sp. LBUM920,Genus,1YdBTEX2,GTDB,No
5324,Pseudomonas sp. LBUM920,Genus,ec_iJN1463,GTDB,No
5325,Pseudomonas sp. LBUM920,Genus,iJN1462,GTDB,No
5326,Microbacterium aoyamense,No curated GEM at species or genus level,NA,JGI GOLD,No
5327,Noviherbaspirillum sp. Root189,No curated GEM at species or genus level,NA,GTDB,No
5328,Clostridium sp. D53t1_180928_C8,Genus,ec_iHN637,GTDB,No
5329,Zoogloea sp. 1C4,No curated GEM at species or genus level,NA,GTDB,No
5330,Sphingobium estronivorans,No curated GEM at species or genus level,NA,GTDB,No
5331,Denitratisoma sp. DHT3,No curated GEM at species or genus level,NA,GTDB,No
5332,Streptomyces alfalfae,Genus,salb,GTDB,No
5333,Streptomyces alfalfae,Genus,sco,GTDB,No
5334,Mycobacterium sp. URHD0025,No curated GEM at species or genus level,NA,GTDB,No
5335,Reichenbachiella sp. 5M10,No curated GEM at species or genus level,NA,GTDB,No
5336,Chlamydiales bacterium,No curated GEM at species or genus level,NA,GTDB,No
5337,Bacillus sp. FJAT-22090,Genus,NA,GTDB,No
5338,Albidovulum inexpectatum,No curated GEM at species or genus level,NA,GTDB,No
5339,Deinococcus sp. NW-56,No curated GEM at species or genus level,NA,GTDB,No
5340,Mycobacterium sp. 1245111.1,No curated GEM at species or genus level,NA,GTDB,No
5341,Actinoplanes lutulentus,No curated GEM at species or genus level,NA,GTDB,No
5342,Achromobacter pestifer,No curated GEM at species or genus level,NA,GTDB,No
5343,Jiella pacifica,No curated GEM at species or genus level,NA,GTDB,No
5344,Nostoc sp. HK-01,No curated GEM at species or genus level,NA,GTDB,No
5345,Spirosoma rhododendri,No curated GEM at species or genus level,NA,GTDB,No
5346,Telmatospirillum siberiense,No curated GEM at species or genus level,NA,GTDB,No
5347,Acidipropionibacterium acidipropionici,No curated GEM at species or genus level,NA,GTDB,No
5348,Frigidibacter mobilis,No curated GEM at species or genus level,NA,GTDB,No
5349,Azospirillum doebereinerae,No curated GEM at species or genus level,NA,GTDB,No
5350,Streptomyces regalis,Genus,salb,GTDB,No
5351,Streptomyces regalis,Genus,sco,GTDB,No
5352,Peptoniphilus urinae,No curated GEM at species or genus level,NA,GTDB,No
5353,Streptomyces sp. Z26,Genus,salb,GTDB,No
5354,Streptomyces sp. Z26,Genus,sco,GTDB,No
5355,Mucilaginibacter psychrotolerans,No curated GEM at species or genus level,NA,GTDB,No
5356,Paenibacillus sp. 1001270B_150601_E10,No curated GEM at species or genus level,NA,GTDB,No
5357,Pseudorhodobacter sp. E13,No curated GEM at species or genus level,NA,GTDB,No
5358,Methylobacterium sp. DM1,No curated GEM at species or genus level,NA,GTDB,No
5359,Bacillus canaveralius,Genus,NA,GTDB,No
5360,Leptolyngbya sp. FACHB-321,No curated GEM at species or genus level,NA,GTDB,No
5361,Acetobacter thailandicus,No curated GEM at species or genus level,NA,GTDB,No
5362,Rhodobacter maris,No curated GEM at species or genus level,NA,GTDB,No
5363,Oceanihabitans sp. IOP_32,No curated GEM at species or genus level,NA,GTDB,No
5364,Mucilaginibacter galii,No curated GEM at species or genus level,NA,GTDB,No
5365,Leptolyngbyaceae cyanobacterium RM1_1_2,No curated GEM at species or genus level,NA,GTDB,No
5366,Cryobacterium flavum,No curated GEM at species or genus level,NA,GTDB,No
5367,Amphritea atlantica,No curated GEM at species or genus level,NA,GTDB,No
5368,Egibacter sp.,No curated GEM at species or genus level,NA,GTDB,No
5369,Agreia sp. VKM Ac-1783,No curated GEM at species or genus level,NA,GTDB,No
5370,Streptomyces sp. B3I8,Genus,salb,JGI GOLD,No
5371,Streptomyces sp. B3I8,Genus,sco,JGI GOLD,No
5372,Streptomyces sp. NBC_00162,Genus,salb,JGI GOLD,No
5373,Streptomyces sp. NBC_00162,Genus,sco,JGI GOLD,No
5374,Muriicola soli,No curated GEM at species or genus level,NA,GTDB,No
5375,Tropicimonas sp. IMCC34043,No curated GEM at species or genus level,NA,GTDB,No
5376,Tabrizicola oligotrophica,No curated GEM at species or genus level,NA,GTDB,No
5377,Camelimonas lactis,No curated GEM at species or genus level,NA,GTDB,No
5378,Mobilibacterium timonense,No curated GEM at species or genus level,NA,GTDB,No
5379,Hyphomonas sp. CY54-11-8,No curated GEM at species or genus level,NA,GTDB,No
5380,[Enterobacter] lignolyticus,No curated GEM at species or genus level,NA,JGI GOLD,No
5381,Sulfitobacter noctilucicola,No curated GEM at species or genus level,NA,GTDB,No
5382,Streptomyces sp. AC558_RSS880,Genus,salb,GTDB,No
5383,Streptomyces sp. AC558_RSS880,Genus,sco,GTDB,No
5384,Austwickia sp.,No curated GEM at species or genus level,NA,GTDB,No
5385,bacterium UBP2_UBA5202,No curated GEM at species or genus level,NA,GTDB,No
5386,Actinomyces oris,No curated GEM at species or genus level,NA,GTDB,No
5387,Candidatus Brocadia sp.,No curated GEM at species or genus level,NA,GTDB,No
5388,Caulobacter sp. CCH9-E1,No curated GEM at species or genus level,NA,GTDB,No
5389,Jannaschia seohaensis,No curated GEM at species or genus level,NA,GTDB,No
5390,Pyrodictium occultum,No curated GEM at species or genus level,NA,GTDB,No
5391,bacterium 1XD42-54,No curated GEM at species or genus level,NA,GTDB,No
5392,Sphingomonas carotinifaciens,No curated GEM at species or genus level,NA,GTDB,No
5393,Streptomyces sp. t99,Genus,salb,JGI GOLD,No
5394,Streptomyces sp. t99,Genus,sco,JGI GOLD,No
5395,Bacteroides pyogenes,No curated GEM at species or genus level,NA,GTDB,No
5396,Bacillus marinisedimentorum,Genus,NA,GTDB,No
5397,Tothia fuscella,No curated GEM at species or genus level,NA,Mycocosm,No
5398,Streptomyces virginiae,Genus,salb,GTDB,No
5399,Streptomyces virginiae,Genus,sco,GTDB,No
5400,Flammeovirgaceae bacterium UBA2366,No curated GEM at species or genus level,NA,GTDB,No
5401,Pseudomonas punonensis,Genus,iJN746,GTDB,No
5402,Pseudomonas punonensis,Genus,riPB890,GTDB,No
5403,Pseudomonas punonensis,Genus,riJN746,GTDB,No
5404,Pseudomonas punonensis,Genus,1YdBTEX2,GTDB,No
5405,Pseudomonas punonensis,Genus,ec_iJN1463,GTDB,No
5406,Pseudomonas punonensis,Genus,iJN1462,GTDB,No
5407,Lachnoclostridium sp. UBA1175,No curated GEM at species or genus level,NA,GTDB,No
5408,Coccidioides posadasii,No curated GEM at species or genus level,NA,Mycocosm,No
5409,Candidatus Marinimicrobia bacterium UBA2242,No curated GEM at species or genus level,NA,GTDB,No
5410,Erwinia oleae,No curated GEM at species or genus level,NA,GTDB,No
5411,Noviherbaspirillum galbum,No curated GEM at species or genus level,NA,GTDB,No
5412,Williamsia sp. 1138,No curated GEM at species or genus level,NA,GTDB,No
5413,Janthinobacterium sp. 61,No curated GEM at species or genus level,NA,GTDB,No
5414,Fervidicola ferrireducens,No curated GEM at species or genus level,NA,GTDB,No
5415,Methylorubrum zatmanii,No curated GEM at species or genus level,NA,GTDB,No
5416,Niastella koreensis,No curated GEM at species or genus level,NA,JGI GOLD,No
5417,Russula brevipes,No curated GEM at species or genus level,NA,Mycocosm,No
5418,Flavobacteriaceae bacterium UBA4166,No curated GEM at species or genus level,NA,GTDB,No
5419,Mesorhizobium amorphae,No curated GEM at species or genus level,NA,GTDB,No
5420,Paenibacillus aceris,No curated GEM at species or genus level,NA,GTDB,No
5421,Mycobacterium gallinarum,No curated GEM at species or genus level,NA,GTDB,No
5422,Paenibacillus sp. IHBB 10380,No curated GEM at species or genus level,NA,GTDB,No
5423,Lachnospiraceae bacterium AM48-27BH,No curated GEM at species or genus level,NA,GTDB,No
5424,uncultured Rhodospirillales bacterium,No curated GEM at species or genus level,NA,GTDB,No
5425,Chitinophaga polysaccharea,No curated GEM at species or genus level,NA,GTDB,No
5426,Streptomyces sp. NRRL F-525,Genus,salb,GTDB,No
5427,Streptomyces sp. NRRL F-525,Genus,sco,GTDB,No
5428,Mucilaginibacter sp. UBA4119,No curated GEM at species or genus level,NA,GEM catalog,No
5429,Massilia sp. 9I,No curated GEM at species or genus level,NA,GTDB,No
5430,Marinobacter shengliensis,No curated GEM at species or genus level,NA,GTDB,No
5431,Luteibacter sp. SG786,No curated GEM at species or genus level,NA,GTDB,No
5432,Paracoccus sp. R12_2,No curated GEM at species or genus level,NA,GTDB,No
5433,Pseudomonas dryadis,Genus,iJN746,GTDB,No
5434,Pseudomonas dryadis,Genus,riPB890,GTDB,No
5435,Pseudomonas dryadis,Genus,riJN746,GTDB,No
5436,Pseudomonas dryadis,Genus,1YdBTEX2,GTDB,No
5437,Pseudomonas dryadis,Genus,ec_iJN1463,GTDB,No
5438,Pseudomonas dryadis,Genus,iJN1462,GTDB,No
5439,Slackia sp. ZJ119,No curated GEM at species or genus level,NA,GTDB,No
5440,Paraburkholderia sp. SOS3,No curated GEM at species or genus level,NA,GTDB,No
5441,Methanofollis tationis,No curated GEM at species or genus level,NA,GTDB,No
5442,Rhodopirellula sp. SM50,No curated GEM at species or genus level,NA,GTDB,No
5443,Leucobacter chromiisoli,No curated GEM at species or genus level,NA,GTDB,No
5444,Aminivibrio sp.,No curated GEM at species or genus level,NA,GTDB,No
5445,uncultured Victivallales bacterium,No curated GEM at species or genus level,NA,GTDB,No
5446,Herbaspirillum rhizosphaerae,No curated GEM at species or genus level,NA,GTDB,No
5447,Microbispora bryophytorum,No curated GEM at species or genus level,NA,GTDB,No
5448,Massilia sp. 9096,No curated GEM at species or genus level,NA,GTDB,No
5449,Azospira oryzae,No curated GEM at species or genus level,NA,GTDB,No
5450,Tenggerimyces flavus,No curated GEM at species or genus level,NA,GTDB,No
5451,Deefgea piscis,No curated GEM at species or genus level,NA,GTDB,No
5452,Halogeometricum rufum,No curated GEM at species or genus level,NA,GTDB,No
