Additional File 3-1. Unique reactions involved in the in silico model of Rhodococcus jostii RHA1,,,,,,,,,,,
Name,ID,Definition,Equation,Directionality,Lower Bound,Upper Bound,EC No,ORF,Replaced Reaction,Reference,Note
L-Serine transport via proton symport,A00535,L-Serine + H+ <=> L-Serine + H+(out),C00065 + C00080 <=> E00269 + E00260,1,0,0,,"ro00253, ro05717, ro01878, ro06919, ro04718, ro08471, ro08477, ro08798",,,
L-Tryptophan transport via proton symport,A00536,L-Tryptophan + H+ <=> L-Tryptophan + H+(out),C00078 + C00080 <=> E00270 + E00260,1,0,0,,"ro00253, ro05717, ro01878, ro06919, ro04718, ro08471, ro08477, ro08798",,,
Heme transport via ABC system,A00537,Heme + ATP + H2O <=> Heme + ADP + Orthophosphate,E00285 + C00002 + C00001 <=> C00032 + C00008 + C00009,1,0,0,,"ro00886 , ro00885 , ro00884",,,
D-Ribose transport via proton symport,A00538,D-Ribose + H+ <=> D-Ribose + H+(out),C00121 + C00080 <=> E00148 + E00260,1,0,0,,"ro02365, ro06844, ro03889, ro01361, ro03610, ro02998, ro02887 or (ro04582, ro06239, ro03961)",,,
Sulfoacetaldehyde transport via ABC system,A00539,Sulfoacetaldehyde + ATP + H2O <=> Sulfoacetaldehyde + ADP + Orthophosphate,E00286 + C00002 + C00001 <=> C00593 + C00008 + C00009,1,0,0,,"ro04943 , ro04942, ro01728",,,
Glycine transport via ABC system,A00541,Glycine + ATP + H2O <=> Glycine + ADP + Orthophosphate,E00264 + C00002 + C00001 <=> C00037 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Aspartate transport via ABC system,A00542,L-Aspartate + ATP + H2O <=> L-Aspartate + ADP + Orthophosphate,E00265 + C00002 + C00001 <=> C00049 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Lysine transport via ABC system,A00543,L-Lysine + ATP + H2O <=> L-Lysine + ADP + Orthophosphate,E00266 + C00002 + C00001 <=> C00047 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Methionine transport via ABC system,A00544,L-Methionine + ATP + H2O <=> L-Methionine + ADP + Orthophosphate,E00267 + C00002 + C00001 <=> C00073 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Phenylalanine transport via ABC system,A00545,L-Phenylalanine + ATP + H2O <=> L-Phenylalanine + ADP + Orthophosphate,E00035 + C00002 + C00001 <=> C00079 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Proline transport via ABC system,A00546,L-Proline + ATP + H2O <=> L-Proline + ADP + Orthophosphate,E00268 + C00002 + C00001 <=> C00148 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Serine transport via ABC system,A00547,L-Serine + ATP + H2O <=> L-Serine + ADP + Orthophosphate,E00269 + C00002 + C00001 <=> C00065 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Tryptophan transport via ABC system,A00548,L-Tryptophan + ATP + H2O <=> L-Tryptophan + ADP + Orthophosphate,E00270 + C00002 + C00001 <=> C00078 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
L-Tyrosine transport via ABC system,A00549,L-Tyrosine + ATP + H2O <=> L-Tyrosine + ADP + Orthophosphate,E00174 + C00002 + C00001 <=> C00082 + C00008 + C00009,1,0,0,,"ro08991 , ro08990",,,
alpha-D-Glucose transport via proton symport,A00550,alpha-D-Glucose + H+(out) <=> alpha-D-Glucose + H+,E00288 + E00260 <=> C00267 + C00080,1,0,0,,"ro02365, ro06844, ro03889, ro01361, ro03610, ro02998, ro02887 or (ro04582, ro06239, ro03961)",,,
beta-D-Glucose transport via proton symport,A00551,beta-D-Glucose + H+(out) <=> beta-D-Glucose + H+,E00289 + E00260 <=> C00221 + C00080,1,0,0,,"ro02365, ro06844, ro03889, ro01361, ro03610, ro02998, ro02887 or (ro04582, ro06239, ro03961)",,,
D-Glucose uptake via ABC system,A00552,D-Glucose + ATP + H2O <=> D-Glucose + ADP + Orthophosphate,E00026 + C00002 + C00001 <=> C00031 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
alpha-D-Glucose uptake via ABC system,A00553,alpha-D-Glucose + ATP + H2O <=> alpha-D-Glucose + ADP + Orthophosphate,E00288 + C00002 + C00001 <=> C00267 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
beta-D-Glucose uptake via ABC system,A00554,beta-D-Glucose + ATP + H2O <=> beta-D-Glucose + ADP + Orthophosphate,E00289 + C00002 + C00001 <=> C00221 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
D-Mannose uptake via ABC system,A00555,D-Mannose + ATP + H2O <=> D-Mannose + ADP + Orthophosphate,E00127 + C00002 + C00001 <=> C00159 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
D-Galactose uptake via ABC system,A00556,D-Galactose + ATP + H2O <=> D-Galactose + ADP + Orthophosphate,E00234 + C00002 + C00001 <=> C00124 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
D-Xylulose uptake via ABC system,A00557,D-Xylulose + ATP + H2O <=> D-Xylulose + ADP + Orthophosphate,E00280 + C00002 + C00001 <=> C00310 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
L-Ribulose uptake via ABC system,A00558,L-Ribulose + ATP + H2O <=> L-Ribulose + ADP + Orthophosphate,E00281 + C00002 + C00001 <=> C00508 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
N-Acetyl-D-glucosamine uptake via ABC system,A00559,N-Acetyl-D-glucosamine + ATP + H2O <=> N-Acetyl-D-glucosamine + ADP + Orthophosphate,E00126 + C00002 + C00001 <=> C00140 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
D-Sorbitol uptake via ABC system,A00560,D-Sorbitol + ATP + H2O <=> D-Sorbitol + ADP + Orthophosphate,E00144 + C00002 + C00001 <=> C00794 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
Glycerol uptake via ABC system,A00561,Glycerol + ATP + H2O <=> Glycerol + ADP + Orthophosphate,E00194 + C00002 + C00001 <=> C00116 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
Sucrose transport via ABC system,A00562,Sucrose + ATP + H2O <=> Sucrose + ADP + Orthophosphate,E00158 + C00002 + C00001 <=> C00089 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
"alpha,alpha-Trehalose transport via ABC system",A00563,"alpha,alpha-Trehalose + ATP + H2O <=> alpha,alpha-Trehalose + ADP + Orthophosphate",E00011 + C00002 + C00001 <=> C01083 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
D-Fructose uptake via ABC system,A00564,D-Fructose + ATP + H2O <=> D-Fructose + ADP + Orthophosphate,E00143 + C00002 + C00001 <=> C00095 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
Polyphosphate--glucose phosphotransferase,A00565,beta-D-Glucose + Phosphoenolpyruvate <=> beta-D-Glucose 6-phosphate + Pyruvate,E00289 + C00074 <=> C01172 + C00022,1,0,0,,ro06824,,,
"Phosphotransferase system, fructose-specific",A00566,D-Fructose + Phosphoenolpyruvate <=> D-Fructose 6-phosphate + Pyruvate,E00143 + C00074 <=> C00085 + C00022,1,0,0,,ro06782,,,
"D-alanine transporter, APC family",A00567,D-Alanine <=> D-Alanine,E00242 <=> C00133,1,0,0,,ro02269 ,,,
"Glycine transporter, APC family",A00568,Glycine <=> Glycine,C00037 <=> E00264,1,0,0,,ro02269 ,,,
Probable homoserine homoserine lactone efflux,A00569,L-Homoserine <=> L-Homoserine,C00263 <=> E00290,1,0,0,,ro01176,,,
"Glycine betaine transporter, BCCT family",A00570,Betaine <=> Betaine,E00283 <=> C00719,1,0,0,,ro05659,,,
Fe2+ transport via diffusion,A00571,Fe2+ <=> Fe2+,E00227 <=> C14818,1,-Inf,Inf,,ro06319 or ro05539,,,
Benzoate membrane transport protein BenE,A00573,Benzoate <=> Benzoate,E00024 <=> C00180,1,0,0,,"ro01572, BenE",,"(Patrauchan, Florizone et al. 2005)",
4-Aminobutanoate uptake via diffusion,A00574,4-Aminobutanoate <=> 4-Aminobutanoate,E00262 <=> C00334,1,0,0,,"ro02474, ro03589, ro03588, ro03044, ro03013",,,
D-Glucose uptake via diffusion,A00575,D-Glucose <=> D-Glucose,E00026 <=> C00031,1,0,0,,"ro04088, ro05304 ",,,
alpha-D-Glucose uptake via diffusion,A00576,alpha-D-Glucose <=> alpha-D-Glucose,E00288 <=> C00267,1,0,30,,"ro04088, ro05304 ",,,
beta-D-Glucose uptake via diffusion,A00577,beta-D-Glucose <=> beta-D-Glucose,E00289 <=> C00221,1,0,0,,"ro04088, ro05304 ",,,
D-Mannose uptake via diffusion,A00578,D-Mannose <=> D-Mannose,E00127 <=> C00159,1,0,0,,"ro04088, ro05304 ",,,
D-Galactose uptake via diffusion,A00579,D-Galactose <=> D-Galactose,E00234 <=> C00124,1,0,0,,"ro04088, ro05304 ",,,
D-Xylose uptake via diffusion,A00580,D-Xylose <=> D-Xylose,E00138 <=> C00181,1,0,0,,"ro04088, ro05304 ",,,
D-Xylulose uptake via diffusion,A00581,D-Xylulose <=> D-Xylulose,E00280 <=> C00310,1,0,0,,"ro04088, ro05304 ",,,
L-Ribulose uptake via diffusion,A00582,L-Ribulose <=> L-Ribulose,E00281 <=> C00508,1,0,0,,"ro04088, ro05304 ",,,
N-Acetyl-D-glucosamine uptake via diffusion,A00583,N-Acetyl-D-glucosamine <=> N-Acetyl-D-glucosamine,E00126 <=> C00140,1,0,0,,"ro04088, ro05304 ",,,
Mannitol uptake via diffusion,A00584,Mannitol <=> Mannitol,E00141 <=> C00392,1,0,0,,"ro04088, ro05304 ",,,
D-Sorbitol uptake via diffusion,A00585,D-Sorbitol <=> D-Sorbitol,E00144 <=> C00794,1,0,0,,"ro04088, ro05304 ",,,
Glycerol uptake via diffusion,A00586,Glycerol <=> Glycerol,E00194 <=> C00116,1,0,0,,"ro04088, ro05304 ",,,
Maltose uptake via diffusion,A00587,Maltose <=> Maltose,E00025 <=> C00208,1,0,0,,"ro04088, ro05304 ",,,
Sucrose uptake via diffusion,A00588,Sucrose <=> Sucrose,E00158 <=> C00089,1,0,0,,"ro04088, ro05304 ",,,
D-Fructose uptake via diffusion,A00589,D-Fructose <=> D-Fructose,E00143 <=> C00095,1,0,0,,"ro04088, ro05304 ",,,
Chitobiose transport via ABC system,A00590,Chitobiose + ATP + H2O <=> Chitobiose + ADP + Orthophosphate,E00125 + C00002 + C00001 <=> C01674 + C00008 + C00009,1,0,0,,"ro09082 , ro09081",,,
Chitobiose uptake via diffusion,A00591,Chitobiose <=> Chitobiose,E00125 <=> C01674,1,0,0,,"ro04088, ro05304 ",,,
Shikimate uptake via diffusion,A00592,Shikimate <=> Shikimate,E00282 <=> C00493,1,0,0,shiA1,,,,
Orthophosphate transport via diffusion,A00593,Orthophosphate <=> Orthophosphate,E00149 <=> C00009,1,0,Inf,PhoU,"ro08333 or (phoU1, phoU2) or ro06969 or pitA or ro11333",,,
Sulfate transport via diffusion,A00594,Sulfate <=> Sulfate,E00078 <=> C00059,1,-Inf,Inf,,ro04287 or ro01892 or ro03757 or ro11245,,,
L-Alanine transport via diffusion,A00596,L-Alanine <=> L-Alanine,C00041 <=> E00243,1,0,0,,ro08730,,,
L-Arginine transport via diffusion,A00597,L-Arginine <=> L-Arginine,C00062 <=> E00244,1,0,0,,ro08730,,,
L-Asparagine transport via diffusion,A00598,L-Asparagine <=> L-Asparagine,C00152 <=> E00063,1,0,0,,ro08730,,,
L-Aspartate transport via diffusion,A00599,L-Aspartate <=> L-Aspartate,C00049 <=> E00265,1,0,0,,ro08730,,,
L-Cysteine transport via diffusion,A00600,L-Cysteine <=> L-Cysteine,C00097 <=> E00241,1,0,0,,ro08730,,,
L-Glutamate transport via diffusion,A00601,L-Glutamate <=> L-Glutamate,C00025 <=> E00150,1,0,0,,ro08730,,,
L-Glutamine transport via diffusion,A00602,L-Glutamine <=> L-Glutamine,C00064 <=> E00193,1,0,0,,ro08730,,,
L-Histidine transport via diffusion,A00603,L-Histidine <=> L-Histidine,C00135 <=> E00156,1,0,0,,ro08730,,,
L-Isoleucine transport via diffusion,A00604,L-Isoleucine <=> L-Isoleucine,C00407 <=> E00154,1,0,0,,ro08730,,,
L-Leucine transport via diffusion,A00605,L-Leucine <=> L-Leucine,C00123 <=> E00153,1,0,0,,ro08730,,,
L-Lysine transport via diffusion,A00606,L-Lysine <=> L-Lysine,C00047 <=> E00266,1,0,0,,ro08730,,,
L-Methionine transport via diffusion,A00607,L-Methionine <=> L-Methionine,C00073 <=> E00267,1,0,0,,ro08730,,,
L-Phenylalanine transport via diffusion,A00608,L-Phenylalanine <=> L-Phenylalanine,C00079 <=> E00035,1,0,0,,ro08730,,,
L-Proline transport via diffusion,A00609,L-Proline <=> L-Proline,C00148 <=> E00268,1,0,0,,ro08730,,,
L-Serine transport via diffusion,A00610,L-Serine <=> L-Serine,C00065 <=> E00269,1,0,0,,ro08730,,,
L-Threonine transport via diffusion,A00611,L-Threonine <=> L-Threonine,C00188 <=> E00155,1,0,0,,ro08730,,,
L-Tryptophan transport via diffusion,A00612,L-Tryptophan <=> L-Tryptophan,C00078 <=> E00270,1,0,0,,ro08730,,,
L-Tyrosine transport via diffusion,A00613,L-Tyrosine <=> L-Tyrosine,C00082 <=> E00174,1,0,0,,ro08730,,,
L-Valine transport via diffusion,A00614,L-Valine <=> L-Valine,C00183 <=> E00152,1,0,0,,ro08730,,,
Cytochrome c maturation,A00615,Heme <=> Cytochrome c,C00032 <=> C00524,1,0,Inf,ec: 4.4.1.17,,R02480,"(Bott and Niebisch 2003), (Kanehisa, Goto et al. 2004)",
HCO3- dissociation,A00616,HCO3- + H+ <=> CO2 + H2O,C00288 + C00080 <=> C00011 + C00001,1,-Inf,Inf,,,,,
Ferricytochrome b1 maturation,A00617,Heme <=> Ferricytochrome b1,C00032 <=> C00995,1,0,Inf,,,,,
Ferricytochrome c maturation,A00618,Cytochrome c <=> Ferricytochrome c,C00524 <=> C00125,1,0,Inf,,,,,
2-oxoglutarate:Ferricytochrome b1 oxidoreductase (decarboxylating),A00619,2 Ferricytochrome b1 + 2-Oxoglutarate + CoA <=> 2 Ferrocytochrome b1 + Succinyl-CoA + CO2 + 2 H+,2 C00995 + C00026 + C00010 <=> 2 C00998 + C00091 + C00011 + 2 C00080,1,0,Inf,ec: 1.2.7.3,"ro02389, ro02390",R01197,"(Kanehisa, Goto et al. 2004)",
(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:Ferricytochrome b1 oxidoreductase (hydrating),A00620,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate + 2 Ferrocytochrome b1 <=> 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H2O + 2 Ferricytochrome b1",C11453 + 2 C00998 <=> C11811 + C00001 + 2 C00995,1,0,Inf,ec: 1.17.7.1,ro06590(ispG),R08689,"(Kanehisa, Goto et al. 2004)",
Ammonia:Ferricytochrome b1 oxidoreductase,A00621,Nitrite + 6 Ferrocytochrome b1 + 6 H+ <=> NH3 + 2 H2O + 6 Ferricytochrome b1,C00088 + 6 C00998 + 6 C00080 <=> C00014 + 2 C00001 + 6 C00995,1,0,0,ec: 1.7.7.1,"ro00330(nirA), ro01251",R00790,"(Kanehisa, Goto et al. 2004)",
4-cresol:Ferricytochrome b1 oxidoreductase (methyl-hydroxylating),A00622,4-Cresol + 4 Ferricytochrome b1 + H2O <=> 4-Hydroxybenzaldehyde + 4 Ferrocytochrome b1,C01468 + 4 C00995 + C00001 <=> C00633 + 4 C00998,1,0,0,ec: 1.17.99.1,,R02675,"(Kanehisa, Goto et al. 2004)",
Ferrocytochrome b1:NADP+ oxidoreductase,A00623,2 Ferricytochrome b1 + NADPH <=> 2 Ferrocytochrome b1 + NADP+ + H+,2 C00995 + C00005 <=> 2 C00998 + C00006 + C00080,1,0,0,ec: 1.18.1.2,"ro00406, ro00412, ro01952, ro02240, ro05112, ro07091",R01195,"(Kanehisa, Goto et al. 2004)",
Oxygen uptake via diffusion,A00624,Oxygen <=> Oxygen,E00291 <=> C00007,1,0,Inf,,,,,
UDP-glucuronate secretion via diffusion,A00625,UDP-glucuronate <=> UDP-glucuronate,C00167 <=> E00292,1,0,0,,,,,
S-Methyl-5-thio-D-ribose 1-phosphate secretion via diffusion,A00627,S-Methyl-5-thio-D-ribose 1-phosphate <=> S-Methyl-5-thio-D-ribose 1-phosphate,C04188 <=> E00293,1,0,0,,,,,
Triphosphate transport via diffusion,A00628,Triphosphate <=> Triphosphate,C00536 <=> E00294,1,0,Inf,,,,,
5-Amino-4-imidazolecarboxyamide transport via diffusion,A00629,5-Amino-4-imidazolecarboxyamide <=> 5-Amino-4-imidazolecarboxyamide,C04051 <=> E00295,1,0,0,,,,,
Pseudouridine 5'-phosphate transport via diffusion,A00630,Pseudouridine 5'-phosphate <=> Pseudouridine 5'-phosphate,C01168 <=> E00296,1,0,0,,,,,
Thymidine transport via proton symport,A00631,Thymidine + H+ <=> Thymidine + H+(out),C00214 + C00080 <=> E00297 + E00260,1,0,0,,,,,
L-2-Aminoadipate 6-semialdehyde transport via diffusion,A00632,L-2-Aminoadipate 6-semialdehyde <=> L-2-Aminoadipate 6-semialdehyde,C04076 <=> E00298,1,0,0,,,,,
D-Proline secretion via diffusion,A00633,D-Proline <=> D-Proline,C00763 <=> E00299,1,0,0,,,,,
D-Aspartate secretion via diffusion,A00634,D-Aspartate <=> D-Aspartate,C00402 <=> E00300,1,0,0,,,,,
"3,4-Dihydroxyphenylacetate secretion via diffusion",A00635,"3,4-Dihydroxyphenylacetate <=> 3,4-Dihydroxyphenylacetate",C01161 <=> E00301,1,0,0,,,,,
4-Hydroxyphenylethanol secretion via diffusion,A00636,4-Hydroxyphenylethanol <=> 4-Hydroxyphenylethanol,C06044 <=> E00302,1,0,0,,,,,
2-Hydroxyphenylacetate secretion via diffusion,A00637,2-Hydroxyphenylacetate <=> 2-Hydroxyphenylacetate,C05852 <=> E00303,1,0,0,,,,,
Phenylacetylglycine secretion via diffusion,A00638,Phenylacetylglycine <=> Phenylacetylglycine,C05598 <=> E00304,1,0,0,,,,,
p-Benzoquinone secretion via diffusion,A00639,p-Benzoquinone <=> p-Benzoquinone,C00472 <=> E00305,1,0,0,,,,,
3-Chloro-2-hydroxymuconic semialdehyde secretion via diffusion,A00640,3-Chloro-2-hydroxymuconic semialdehyde <=> 3-Chloro-2-hydroxymuconic semialdehyde,C16266 <=> E00306,1,0,0,,,,,
4-Hydroxyphenylglyoxylate secretion via diffusion,A00641,4-Hydroxyphenylglyoxylate <=> 4-Hydroxyphenylglyoxylate,C03590 <=> E00307,1,0,0,,,,,
gamma-Glutamyl-beta-cyanoalanine secretion via diffusion,A00642,gamma-Glutamyl-beta-cyanoalanine <=> gamma-Glutamyl-beta-cyanoalanine,C05711 <=> E00308,1,0,0,,,,,
gamma-Glutamyl-beta-aminopropiononitrile secretion via diffusion,A00643,gamma-Glutamyl-beta-aminopropiononitrile <=> gamma-Glutamyl-beta-aminopropiononitrile,C06114 <=> E00309,1,0,0,,,,,
CDP-glucose transport  via diffusion,A00644,CDP-glucose <=> CDP-glucose,C00501 <=> E00310,1,0,0,,,,,
dTDP-6-deoxy-L-mannose secretion via diffusion,A00645,dTDP-6-deoxy-L-mannose <=> dTDP-6-deoxy-L-mannose,C03319 <=> E00311,1,0,0,,,,,
"di-trans,poly-cis-Undecaprenyl diphosphate secretion via diffusion",A00646,"di-trans,poly-cis-Undecaprenyl diphosphate <=> di-trans,poly-cis-Undecaprenyl diphosphate",C04574 <=> E00312,1,0,0,,,,,
Propane-1-ol secretion via diffusion,A00647,Propane-1-ol <=> Propane-1-ol,C05979 <=> E00313,1,0,0,,,,,
(+)-7-Isojasmonic acid CoA secretion via diffusion,A00648,(+)-7-Isojasmonic acid CoA <=> (+)-7-Isojasmonic acid CoA,C16339 <=> E00314,1,0,0,,,,,
"4-Carboxymethyl-4-methylbut-2-en-1,4-olide secretion via diffusion",A00649,"4-Carboxymethyl-4-methylbut-2-en-1,4-olide <=> 4-Carboxymethyl-4-methylbut-2-en-1,4-olide",C04559 <=> E00315,1,0,0,,,,,
"Naphthalene-1,2-diol secretion via diffusion",A00650,"Naphthalene-1,2-diol <=> Naphthalene-1,2-diol",C03012 <=> E00316,1,0,0,,,,,
"Phenanthrene-9,10-oxide secretion via diffusion",A00651,"Phenanthrene-9,10-oxide <=> Phenanthrene-9,10-oxide",C11429 <=> E00317,1,0,0,,,,,
"Phenanthrene-1,2-oxide secretion via diffusion",A00652,"Phenanthrene-1,2-oxide <=> Phenanthrene-1,2-oxide",C11431 <=> E00318,1,0,0,,,,,
1-Methoxyphenanthrene secretion via diffusion,A00653,1-Methoxyphenanthrene <=> 1-Methoxyphenanthrene,C11433 <=> E00319,1,0,0,,,,,
"beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol secretion via diffusion",A00654,"beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol <=> beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol",C16182 <=> E00320,1,0,0,,,,,
"3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate secretion via diffusion",A00655,"3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate <=> 3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate",C16214 <=> E00321,1,0,0,,,,,
Hydroxide ion transport via diffusion,A00656,HO- <=> HO-,C01328 <=> E00322,1,-Inf,Inf,,,,,
cis-Acetylacrylate secretion via diffusion,A00657,cis-Acetylacrylate <=> cis-Acetylacrylate,C07091 <=> E00323,1,0,0,,,,,
3-Hydroxy-1-indanone secretion via diffusion,A00658,3-Hydroxy-1-indanone <=> 3-Hydroxy-1-indanone,C07720 <=> E00324,1,0,0,,,,,
S-Benzoate coenzyme A secretion via diffusion,A00659,S-Benzoate coenzyme A <=> S-Benzoate coenzyme A,C00512 <=> E00325,1,0,0,,,,,
5-Formyltetrahydrofolate transport via diffusion,A00660,5-Formyltetrahydrofolate <=> 5-Formyltetrahydrofolate,C03479 <=> E00326,1,0,0,,,,,
Cyclopropylamine transport via diffusion,A00663,Cyclopropylamine <=> Cyclopropylamine,C14150 <=> E00329,1,0,0,,,,,
3-Isopropenylpimelyl-CoA secretion via diffusion,A00667,3-Isopropenylpimelyl-CoA <=> 3-Isopropenylpimelyl-CoA,C11936 <=> E00333,1,0,0,,,,,
(3R)-3-Isopropenyl-6-oxoheptanoyl-CoA secretion via diffusion,A00668,(3R)-3-Isopropenyl-6-oxoheptanoyl-CoA <=> (3R)-3-Isopropenyl-6-oxoheptanoyl-CoA,C11407 <=> E00334,1,0,0,,,,,
Myrtenal secretion via diffusion,A00669,Myrtenal <=> Myrtenal,C11939 <=> E00335,1,0,0,,,,,
Pinocarvone secretion via diffusion,A00670,Pinocarvone <=> Pinocarvone,C09884 <=> E00336,1,0,0,,,,,
3-Isopropylbut-3-enoic acid secretion via diffusion,A00671,3-Isopropylbut-3-enoic acid <=> 3-Isopropylbut-3-enoic acid,C11950 <=> E00337,1,0,0,,,,,
"2,3-Dihydroxybenzoate transport via diffusion",A00672,"2,3-Dihydroxybenzoate <=> 2,3-Dihydroxybenzoate",C00196 <=> E00338,1,0,0,,,,,
2-Chlorobenzoate secretion via diffusion,A00673,2-Chlorobenzoate <=> 2-Chlorobenzoate,C02357 <=> E00339,1,0,0,,,,,
Tetrahydrofolyl-[Glu](n) transport via diffusion,A00674,Tetrahydrofolyl-[Glu](n) <=> Tetrahydrofolyl-[Glu](n),C03541 <=> E00340,1,0,0,,,,,
Fluoride secretion via diffusion,A00675,Fluoride <=> Fluoride,C00742 <=> E00341,1,0,0,,,,,
Carbonic acid transport via diffusion,A00676,Carbonic acid <=> Carbonic acid,C01353 <=> E00342,1,0,Inf,,,,,
HCO3- transport via diffusion,A00677,HCO3- <=> HCO3-,E00343 <=> C00288,1,0,0,,,,,
Phthalate uptake via diffusion,A00678,Phthalate <=> Phthalate,E00023 <=> C01606,1,0,0,,,,,
S-Adenosyl-L-methionine uptake via diffusion,A00679,S-Adenosyl-L-methionine <=> S-Adenosyl-L-methionine,E00344 <=> C00019,1,0,0,,,,,
Acetate uptake via diffusion,A00680,Acetate <=> Acetate,E00081 <=> C00033,1,0,0,,,,,
Dethiobiotin:sulfur sulfurtransferase,A00681,Dethiobiotin + Sulfur + 2 S-Adenosyl-L-methionine + NADH + H+ <=> Biotin + 2 L-Methionine + 2 5'-Deoxyadenosine + NAD+,C01909 + C00087 + 2 C00019 + C00004 + C00080 <=> C00120 + 2 C00073 + 2 C05198 + C00003,1,0,Inf,ec: 2.8.1.6,ro01043,R01078,"(Kanehisa, Goto et al. 2004)",
alpha-Pinene monooxygenase,A00682,alpha-Pinene + Oxygen + NADH + H+ <=> Pinocarveol + H2O + NAD+,C09880 + C00007 + C00004 + C00080 <=> C11941 + C00001 + C00003,1,0,Inf,ec: 1.14.-.-,,R06404,"(Kanehisa, Goto et al. 2004)",
1-Formyl-2-indanone:NAD+ oxidoreductase,A00683,1-Formyl-2-indanone + H2O + NAD+ <=> 2-Indanone + CO2 + NADH + H+,C07726 + C00001 + C00003 <=> C07727 + C00011 + C00004 + C00080,1,0,Inf,,,R05545,"(Kanehisa, Goto et al. 2004)",
Protein biosynthesis,A00685,1.350 L-Alanine + 0.352 L-Arginine + 0.394 L-Asparagine + 0.391 L-Aspartate + 0.174 L-Cysteine + 0.382 L-Glutamate + 0.379 L-Glutamine + 2.015 Glycine + 0.131 L-Histidine + 0.477 L-Isoleucine + 0.742 L-Leucine + 0.499 L-Lysine + 0.221 L-Methionine + 0.238 L-Phenylalanine + 0.422 L-Proline + 0.459 L-Serine + 0.465 L-Threonine + 0.059 L-Tryptophan + 0.159 L-Tyrosine + 0.797 L-Valine + 40 ATP + 40 H2O <=> 40 ADP + 40 Orthophosphate + Protein,1.350 C00041 + 0.352 C00062 + 0.394 C00152 + 0.391 C00049 + 0.174 C00097 + 0.382 C00025 + 0.379 C00064 + 2.015 C00037 + 0.131 C00135 + 0.477 C00407 + 0.742 C00123 + 0.499 C00047 + 0.221 C00073 + 0.238 C00079 + 0.422 C00148 + 0.459 C00065 + 0.465 C00188 + 0.059 C00078 + 0.159 C00082 + 0.797 C00183 + 40 C00002 + 40 C00001 <=> 40 C00008 + 40 C00009 + M00001,1,0,Inf,,,,"(Borodina et al., 2005)",
